Text,Entities
Tesla John.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
Amazon January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
David OpenAI Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
OpenAI 2023 January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
David Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
New York Boston January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}, {'entity': 'DATE', 'start': 16, 'end': 28}]"
2023 Sara January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 22}]"
New York Google.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
Sara Michael Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Alice Alice Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
2022 Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}]"
Alice 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
January 2023 San Francisco.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 26}]"
January 2023 OpenAI.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
2023 Boston San Francisco.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 25}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Google San Francisco Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'LOC', 'start': 21, 'end': 27}]"
2023 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
January 2023 2022 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}, {'entity': 'PERSON', 'start': 18, 'end': 22}]"
2024 Google San Francisco.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 25}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
"Boston London March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 28}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2022 Tesla Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
2022 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Emma San Francisco David.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 18}, {'entity': 'PERSON', 'start': 19, 'end': 24}]"
Boston OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
January 2023 2023 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}, {'entity': 'DATE', 'start': 18, 'end': 22}]"
OpenAI Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
New York Boston Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}, {'entity': 'PERSON', 'start': 16, 'end': 20}]"
Paris 2022 Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 16}]"
Boston Boston David.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 19}]"
Microsoft Microsoft Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 19}, {'entity': 'ORG', 'start': 20, 'end': 29}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Amazon 2023 Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
OpenAI Alice John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
Sara 2023 OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
San Francisco Google Google.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 27}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Emma Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
2024 Amazon 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
Amazon Microsoft Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 16}, {'entity': 'ORG', 'start': 17, 'end': 23}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
San Francisco January 2023 Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}, {'entity': 'LOC', 'start': 27, 'end': 32}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Paris London.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}]"
New York Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
2024 New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}]"
January 2023 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google 2023 Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 19}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
Google 2023 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
David New York Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
"London Michael March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 29}]"
Sara San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 18}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
January 2023 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
"Michael March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 22}]"
Tesla David January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
"March 15, 2021 David 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
2023 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
2023 John Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
New York Michael.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 16}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021 2022.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Microsoft Amazon 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}, {'entity': 'DATE', 'start': 17, 'end': 21}]"
John John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
2024 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
OpenAI Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Microsoft Michael Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 17}, {'entity': 'PERSON', 'start': 18, 'end': 23}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Tesla Paris London.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
"Sara March 15, 2021 San Francisco.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}, {'entity': 'LOC', 'start': 20, 'end': 33}]"
"London John March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 26}]"
Microsoft Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
2022 Boston Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Tesla San Francisco Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}, {'entity': 'PERSON', 'start': 20, 'end': 27}]"
Microsoft Paris John.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 15}, {'entity': 'PERSON', 'start': 16, 'end': 20}]"
Microsoft John.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}]"
January 2023 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
Sara Microsoft 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
"Sara March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
Boston 2024 London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
San Francisco Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 20}]"
Tesla New York.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
2024 OpenAI.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
New York 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
"January 2023 Paris March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}, {'entity': 'DATE', 'start': 19, 'end': 33}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Microsoft New York Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 18}, {'entity': 'ORG', 'start': 19, 'end': 25}]"
"Sara March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
Tesla Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
OpenAI Paris Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Amazon Boston New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 22}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Alice Emma Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 16}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
January 2023 Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Michael New York 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 16}, {'entity': 'DATE', 'start': 17, 'end': 21}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
"March 15, 2021 Tesla January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 33}]"
Sara London Microsoft.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 21}]"
Microsoft Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
Paris OpenAI 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
Tesla Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
John Boston Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Tesla Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}]"
Paris 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Sara Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
Michael Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'PERSON', 'start': 8, 'end': 12}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
David January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 18}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
San Francisco January 2023 Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}, {'entity': 'LOC', 'start': 27, 'end': 32}]"
"March 15, 2021 Microsoft Tesla.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 24}, {'entity': 'ORG', 'start': 25, 'end': 30}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
New York Google.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
Sara 2023 January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 22}]"
San Francisco Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
"March 15, 2021 January 2023 2022.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}, {'entity': 'DATE', 'start': 28, 'end': 32}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2024 OpenAI London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
John Boston Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Amazon 2024 Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
OpenAI 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
David Boston Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 20}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
New York January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 21}]"
Google London.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
OpenAI Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
Paris Amazon San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 26}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google London.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
"Michael March 15, 2021 Paris.","[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 22}, {'entity': 'LOC', 'start': 23, 'end': 28}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
New York 2024 Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
Boston David.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
Paris 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Sara London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
London Emma January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
OpenAI Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
San Francisco 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
David Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 11}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Tesla Google Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 18}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Michael 2022 Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"January 2023 Sara March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}, {'entity': 'DATE', 'start': 18, 'end': 32}]"
"Amazon London March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 28}]"
OpenAI 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
Alice Amazon Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 18}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
2023 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco Michael.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 21}]"
2023 Boston Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
January 2023 London.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
"Amazon March 15, 2021 Alice.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 27}]"
2023 Tesla John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 15}]"
Sara Google Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
"March 15, 2021 Google.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
Sara 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
"London David March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
